Dimensions;Vertices;Edge probability;Connectivity prob.;Edges;Expected value of edge count;Average degree;Expected value of degree;Density;Average density;Average path length;Grouping factor;
2;160;0.060000000;1.000000000;1065.400000000;143.859810793;13.317500000;1.798247635;0.083757862;0.011309734;4.444421384;67.560750000;
2;160;0.070000000;1.000000000;1228.240000000;195.809186913;15.353000000;2.447614836;0.096559748;0.015393804;5.160157233;89.374500000;
2;160;0.080000000;1.000000000;1393.760000000;255.750774743;17.422000000;3.196884684;0.109572327;0.020106193;5.103723270;115.597500000;
2;160;0.090000000;1.000000000;1570.520000000;323.684574285;19.631500000;4.046057179;0.123468553;0.025446900;4.487550314;146.564250000;
2;160;0.100000000;1.000000000;1720.960000000;399.610585537;21.512000000;4.995132319;0.135295597;0.031415927;4.498128931;174.645750000;
2;160;0.110000000;1.000000000;1890.200000000;483.528808499;23.627500000;6.044110106;0.148600629;0.038013271;4.206710692;211.441500000;
2;160;0.120000000;1.000000000;2063.520000000;575.439243173;25.794000000;7.192990540;0.162226415;0.045238934;4.071135220;256.023750000;
2;160;0.130000000;1.000000000;2224.640000000;675.341889557;27.808000000;8.441773619;0.174893082;0.053092916;3.762006289;295.539750000;
2;160;0.140000000;1.000000000;2375.560000000;783.236747652;29.694500000;9.790459346;0.186757862;0.061575216;3.649119497;339.594000000;
2;160;0.150000000;1.000000000;2576.240000000;899.123817457;32.203000000;11.239047718;0.202534591;0.070685835;3.440402516;398.592000000;
2;160;0.160000000;1.000000000;2719.080000000;1023.003098974;33.988500000;12.787538737;0.213764151;0.080424772;3.349657233;446.940750000;
2;160;0.170000000;1.000000000;2867.040000000;1154.874592201;35.838000000;14.435932403;0.225396226;0.090792028;3.225610063;497.189250000;
2;160;0.180000000;1.000000000;3038.440000000;1294.738297139;37.980500000;16.184228714;0.238871069;0.101787602;3.032666667;560.398500000;
2;160;0.190000000;1.000000000;3183.720000000;1442.594213787;39.796500000;18.032427672;0.250292453;0.113411495;2.964861635;621.060750000;
2;160;0.200000000;1.000000000;3362.840000000;1598.442342146;42.035500000;19.980529277;0.264374214;0.125663706;2.848443396;693.780000000;
2;160;0.210000000;1.000000000;3500.000000000;1762.282682217;43.750000000;22.028533528;0.275157233;0.138544236;2.706163522;752.233500000;
2;160;0.220000000;1.000000000;3663.880000000;1934.115233997;45.798500000;24.176440425;0.288040881;0.152053084;2.604264151;825.878250000;
2;160;0.230000000;1.000000000;3771.160000000;2113.939997489;47.139500000;26.424249969;0.296474843;0.166190251;2.582512579;876.612000000;
2;160;0.240000000;1.000000000;3936.080000000;2301.756972691;49.201000000;28.771962159;0.309440252;0.180955737;2.459858491;949.246500000;
2;160;0.250000000;1.000000000;4115.360000000;2497.566159604;51.442000000;31.219576995;0.323534591;0.196349541;2.379764151;1047.267750000;
2;160;0.260000000;1.000000000;4279.200000000;2701.367558228;53.490000000;33.767094478;0.336415094;0.212371663;2.322062893;1145.168250000;
2;160;0.270000000;1.000000000;4408.440000000;2913.161168562;55.105500000;36.414514607;0.346575472;0.229022104;2.257597484;1210.923000000;
2;160;0.280000000;1.000000000;4568.920000000;3132.946990607;57.111500000;39.161837383;0.359191824;0.246300864;2.186053459;1302.050250000;
2;160;0.290000000;1.000000000;4663.800000000;3360.725024363;58.297500000;42.009062805;0.366650943;0.264207942;2.157647799;1357.314750000;
2;160;0.300000000;1.000000000;4852.000000000;3596.495269830;60.650000000;44.956190873;0.381446541;0.282743339;2.090006289;1470.659250000;
2;160;0.310000000;1.000000000;5014.320000000;3840.257727007;62.679000000;48.003221588;0.394207547;0.301907054;2.046858491;1576.791000000;
2;160;0.320000000;1.000000000;5111.040000000;4092.012395895;63.888000000;51.150154949;0.401811321;0.321699088;2.019955975;1640.263500000;
2;160;0.330000000;1.000000000;5238.000000000;4351.759276494;65.475000000;54.396990956;0.411792453;0.342119440;1.964506289;1731.212250000;
2;160;0.340000000;1.000000000;5421.840000000;4619.498368803;67.773000000;57.743729610;0.426245283;0.363168111;1.918201258;1859.040750000;
2;160;0.350000000;1.000000000;5523.120000000;4895.229672824;69.039000000;61.190370910;0.434207547;0.384845100;1.900084906;1931.733000000;
2;160;0.360000000;1.000000000;5701.480000000;5178.953188555;71.268500000;64.736914857;0.448229560;0.407150408;1.847015723;2063.591250000;
2;160;0.370000000;1.000000000;5864.800000000;5470.668915996;73.310000000;68.383361450;0.461069182;0.430084034;1.801852201;2203.158000000;
2;160;0.380000000;1.000000000;5920.840000000;5770.376855149;74.010500000;72.129710689;0.465474843;0.453645979;1.784578616;2224.125750000;
2;160;0.390000000;1.000000000;5985.480000000;6078.077006012;74.818500000;75.975962575;0.470556604;0.477836243;1.780867925;2280.559500000;
2;160;0.400000000;1.000000000;6159.800000000;6393.769368586;76.997500000;79.922117107;0.484261006;0.502654825;1.735198113;2429.115000000;
2;160;0.410000000;1.000000000;6388.320000000;6717.453942871;79.854000000;83.968174286;0.502226415;0.528101725;1.691757862;2632.434750000;
2;160;0.420000000;1.000000000;6466.920000000;7049.130728866;80.836500000;88.114134111;0.508405660;0.554176944;1.666500000;2697.921000000;
2;160;0.430000000;1.000000000;6551.520000000;7388.799726572;81.894000000;92.359996582;0.515056604;0.580880482;1.655194969;2780.710500000;
2;160;0.440000000;1.000000000;6688.800000000;7736.460935989;83.610000000;96.705761700;0.525849057;0.608212338;1.624094340;2892.742500000;
2;160;0.450000000;1.000000000;6746.600000000;8092.114357117;84.332500000;101.151429464;0.530393082;0.636172512;1.622075472;2948.394750000;
2;160;0.460000000;1.000000000;6907.920000000;8455.759989955;86.349000000;105.696999874;0.543075472;0.664761005;1.589443396;3104.841000000;
2;160;0.470000000;1.000000000;7056.080000000;8827.397834504;88.201000000;110.342472931;0.554723270;0.693977817;1.563669811;3255.075000000;
2;160;0.480000000;1.000000000;7079.520000000;9207.027890764;88.494000000;115.087848635;0.556566038;0.723822947;1.566305031;3265.574250000;
2;160;0.490000000;1.000000000;7300.680000000;9594.650158734;91.258500000;119.933126984;0.573952830;0.754296396;1.522584906;3493.380000000;
2;170;0.010000000;0.000000000;202.440000000;4.512897847;2.381647059;0.053092916;0.014092586;0.000314159;0.030733032;2.144470588;
2;170;0.020000000;0.360000000;396.800000000;18.051591388;4.668235294;0.212371663;0.027622694;0.001256637;0.191707623;8.098588235;
2;170;0.030000000;0.960000000;596.320000000;40.616080622;7.015529412;0.477836243;0.041512008;0.002827433;0.891341455;18.362823529;
2;170;0.040000000;0.960000000;795.920000000;72.206365550;9.363764706;0.849486654;0.055406892;0.005026548;3.060758789;32.649882353;
2;170;0.050000000;1.000000000;987.640000000;112.822446172;11.619294118;1.327322896;0.068753220;0.007853982;4.348753220;50.287058824;
2;170;0.060000000;1.000000000;1192.920000000;162.464322488;14.034352941;1.911344970;0.083043509;0.011309734;5.471841281;74.884941176;
2;170;0.070000000;1.000000000;1399.640000000;221.131994497;16.466352941;2.601552876;0.097434041;0.015393804;5.281974243;102.928235294;
2;170;0.080000000;1.000000000;1579.480000000;288.825462200;18.582117647;3.397946614;0.109953359;0.020106193;4.851767490;131.704235294;
2;170;0.090000000;1.000000000;1767.440000000;365.544725597;20.793411765;4.300526183;0.123037939;0.025446900;4.557964497;164.253882353;
2;170;0.100000000;1.000000000;1965.200000000;451.289784688;23.120000000;5.309291585;0.136804734;0.031415927;4.421343543;204.558352941;
2;170;0.110000000;1.000000000;2144.200000000;546.060639473;25.225882353;6.424242817;0.149265576;0.038013271;4.307931779;241.881176471;
2;170;0.120000000;1.000000000;2322.360000000;649.857289951;27.321882353;7.645379882;0.161667943;0.045238934;3.981633136;285.765882353;
2;170;0.130000000;1.000000000;2548.640000000;762.679736123;29.984000000;8.972702778;0.177420118;0.053092916;3.796569440;347.245411765;
2;170;0.140000000;1.000000000;2694.920000000;884.527977989;31.704941176;10.406211506;0.187603202;0.061575216;3.675547511;386.208000000;
2;170;0.150000000;1.000000000;2894.880000000;1015.402015548;34.057411765;11.945906065;0.201523147;0.070685835;3.499037939;448.824705882;
2;170;0.160000000;1.000000000;3042.760000000;1155.301848802;35.797176471;13.591786456;0.211817612;0.080424772;3.260185172;491.407764706;
2;170;0.170000000;1.000000000;3242.440000000;1304.227477749;38.146352941;15.343852679;0.225718065;0.090792028;3.170656457;563.664705882;
2;170;0.180000000;1.000000000;3400.800000000;1462.178902390;40.009411765;17.202104734;0.236742081;0.101787602;3.065982597;619.629882353;
2;170;0.190000000;1.000000000;3612.240000000;1629.156122724;42.496941176;19.166542620;0.251461190;0.113411495;2.898692656;706.718823529;
2;170;0.200000000;1.000000000;3799.120000000;1805.159138753;44.695529412;21.237166338;0.264470588;0.125663706;2.788193526;781.156941176;
2;170;0.210000000;1.000000000;3933.480000000;1990.187950475;46.276235294;23.413975888;0.273823877;0.138544236;2.718443439;836.503058824;
2;170;0.220000000;1.000000000;4124.440000000;2184.242557891;48.522823529;25.696971269;0.287117299;0.152053084;2.601414549;925.182352941;
2;170;0.230000000;1.000000000;4293.760000000;2387.322961000;50.514823529;28.086152482;0.298904281;0.166190251;2.516664114;1003.695529412;
2;170;0.240000000;1.000000000;4462.080000000;2599.429159804;52.495058824;30.581519527;0.310621650;0.180955737;2.474444831;1086.938823529;
2;170;0.250000000;1.000000000;4609.160000000;2820.561154301;54.225411765;33.183072404;0.320860425;0.196349541;2.422758093;1161.864000000;
2;170;0.260000000;1.000000000;4761.640000000;3050.718944492;56.019294118;35.890811112;0.331475113;0.212371663;2.361528716;1238.792470588;
2;170;0.270000000;1.000000000;4950.400000000;3289.902530377;58.240000000;38.704735651;0.344615385;0.229022104;2.288774104;1351.389176471;
2;170;0.280000000;1.000000000;5071.360000000;3538.111911955;59.663058824;41.624846023;0.353035851;0.246300864;2.230939088;1416.723529412;
2;170;0.290000000;1.000000000;5293.000000000;3795.347089228;62.270588235;44.651142226;0.368465019;0.264207942;2.128211625;1549.777411765;
2;170;0.300000000;1.000000000;5432.920000000;4061.608062194;63.916705882;47.783624261;0.378205360;0.282743339;2.109276714;1639.843058824;
2;170;0.310000000;1.000000000;5588.680000000;4336.894830853;65.749176471;51.022292128;0.389048381;0.301907054;2.059786982;1737.694588235;
2;170;0.320000000;1.000000000;5814.160000000;4621.207395207;68.401882353;54.367145826;0.404744866;0.321699088;2.008211625;1891.799294118;
2;170;0.330000000;1.000000000;5897.040000000;4914.545755254;69.376941176;57.818185356;0.410514445;0.342119440;1.995959624;1942.801411765;
2;170;0.340000000;1.000000000;6066.080000000;5216.909910995;71.365647059;61.375410718;0.422281935;0.363168111;1.947179951;2057.840470588;
2;170;0.350000000;1.000000000;6217.320000000;5528.299862430;73.144941176;65.038821911;0.432810303;0.384845100;1.890614688;2178.517411765;
2;170;0.360000000;1.000000000;6415.680000000;5848.715609559;75.478588235;68.808418936;0.446618865;0.407150408;1.849662374;2315.307529412;
2;170;0.370000000;1.000000000;6458.040000000;6178.157152381;75.976941176;72.684201793;0.449567699;0.430084034;1.847707623;2351.288470588;
2;170;0.380000000;1.000000000;6681.400000000;6516.624490897;78.604705882;76.666170481;0.465116603;0.453645979;1.807017055;2522.736000000;
2;170;0.390000000;1.000000000;6838.840000000;6864.117625107;80.456941176;80.754325001;0.476076575;0.477836243;1.758763662;2651.671058824;
2;170;0.400000000;1.000000000;6868.200000000;7220.636555011;80.802352941;84.948665353;0.478120432;0.502654825;1.755709015;2679.986117647;
2;170;0.410000000;1.000000000;7118.920000000;7586.181280608;83.752000000;89.249191537;0.495573964;0.528101725;1.703668639;2884.601647059;
2;170;0.420000000;1.000000000;7263.320000000;7960.751801899;85.450823529;93.655903552;0.505626175;0.554176944;1.677719457;3016.144235294;
2;170;0.430000000;1.000000000;7482.400000000;8344.348118884;88.028235294;98.168801399;0.520877132;0.580880482;1.641445179;3206.585647059;
2;170;0.440000000;1.000000000;7550.800000000;8736.970231563;88.832941176;102.787885077;0.525638705;0.608212338;1.627800905;3266.667529412;
2;170;0.450000000;1.000000000;7725.400000000;9138.618139936;90.887058824;107.513154587;0.537793247;0.636172512;1.606933519;3433.713176471;
2;170;0.460000000;1.000000000;7779.760000000;9549.291844002;91.526588235;112.344609929;0.541577445;0.664761005;1.589608075;3491.769882353;
2;170;0.470000000;1.000000000;7867.320000000;9968.991343762;92.556705882;117.282251103;0.547672816;0.693977817;1.579280195;3561.114352941;
2;170;0.480000000;1.000000000;8169.240000000;10397.716639216;96.108705882;122.326078108;0.568690567;0.723822947;1.539753568;3877.552941176;
2;170;0.490000000;1.000000000;8163.480000000;10835.467730363;96.040941176;127.476090945;0.568289593;0.754296396;1.537935259;3859.768941176;
2;180;0.010000000;0.000000000;223.600000000;5.061105765;2.484444444;0.056234508;0.013879578;0.000314159;0.032183737;2.281333333;
2;180;0.020000000;0.400000000;450.440000000;20.244423060;5.004888889;0.224938034;0.027960273;0.001256637;0.208588454;9.299333333;
2;180;0.030000000;0.920000000;680.040000000;45.549951884;7.556000000;0.506110576;0.042212291;0.002827433;1.198711359;21.414666667;
2;180;0.040000000;0.960000000;907.760000000;80.977692239;10.086222222;0.899752136;0.056347610;0.005026548;2.930356300;38.790000000;
2;180;0.050000000;1.000000000;1113.640000000;126.527644123;12.373777778;1.405862712;0.069127250;0.007853982;5.234934823;57.142000000;
2;180;0.060000000;1.000000000;1338.880000000;182.199807538;14.876444444;2.024442306;0.083108628;0.011309734;4.638954687;84.162666667;
2;180;0.070000000;1.000000000;1548.880000000;247.994182482;17.209777778;2.755490916;0.096144010;0.015393804;5.019113594;112.321333333;
2;180;0.080000000;1.000000000;1767.840000000;323.910768956;19.642666667;3.599008544;0.109735568;0.020106193;4.912950962;146.661333333;
2;180;0.090000000;1.000000000;1980.320000000;409.949566960;22.003555556;4.554995188;0.122924891;0.025446900;4.617996276;185.060666667;
2;180;0.100000000;1.000000000;2186.440000000;506.110576493;24.293777778;5.623450850;0.135719429;0.031415927;4.675155804;223.568666667;
2;180;0.110000000;1.000000000;2408.760000000;612.393797557;26.764000000;6.804375528;0.149519553;0.038013271;4.242800745;273.779333333;
2;180;0.120000000;1.000000000;2610.120000000;728.799230150;29.001333333;8.097769224;0.162018622;0.045238934;4.076886406;321.243333333;
2;180;0.130000000;1.000000000;2832.000000000;855.326874274;31.466666667;9.503631936;0.175791434;0.053092916;3.914381130;383.564000000;
2;180;0.140000000;1.000000000;3039.440000000;991.976729927;33.771555556;11.021963666;0.188667908;0.061575216;3.685288641;442.797333333;
2;180;0.150000000;1.000000000;3227.640000000;1138.748797110;35.862666667;12.652764412;0.200350093;0.070685835;3.465206704;495.093333333;
2;180;0.160000000;1.000000000;3438.560000000;1295.643075823;38.206222222;14.396034176;0.213442582;0.080424772;3.318957169;567.402666667;
2;180;0.170000000;1.000000000;3637.320000000;1462.659566066;40.414666667;16.251772956;0.225780261;0.090792028;3.211801366;635.454000000;
2;180;0.180000000;1.000000000;3875.320000000;1639.798267838;43.059111111;18.219980754;0.240553693;0.101787602;3.008784606;721.151333333;
2;180;0.190000000;1.000000000;4053.400000000;1827.059181141;45.037777778;20.300657568;0.251607697;0.113411495;2.913877095;791.011333333;
2;180;0.200000000;1.000000000;4238.360000000;2024.442305973;47.092888889;22.493803400;0.263088765;0.125663706;2.838751086;868.004666667;
2;180;0.210000000;1.000000000;4479.200000000;2231.947642336;49.768888889;24.799418248;0.278038485;0.138544236;2.687210428;979.464000000;
2;180;0.220000000;1.000000000;4626.400000000;2449.575190228;51.404444444;27.217502114;0.287175667;0.152053084;2.681378026;1041.250666667;
2;180;0.230000000;1.000000000;4810.880000000;2677.324949650;53.454222222;29.748054996;0.298626940;0.166190251;2.542686530;1121.734666667;
2;180;0.240000000;1.000000000;4998.280000000;2915.196920602;55.536444444;32.391076896;0.310259466;0.180955737;2.492518932;1219.411333333;
2;180;0.250000000;1.000000000;5190.040000000;3163.191103083;57.667111111;35.146567812;0.322162632;0.196349541;2.379106145;1310.883333333;
2;180;0.260000000;1.000000000;5388.480000000;3421.307497095;59.872000000;38.014527745;0.334480447;0.212371663;2.333323402;1421.386666667;
2;180;0.270000000;1.000000000;5547.360000000;3689.546102636;61.637333333;40.994956696;0.344342644;0.229022104;2.285968963;1512.618666667;
2;180;0.280000000;1.000000000;5774.600000000;3967.906919708;64.162222222;44.087854663;0.358448169;0.246300864;2.217601490;1647.651333333;
2;180;0.290000000;1.000000000;5946.240000000;4256.389948309;66.069333333;47.293221648;0.369102421;0.264207942;2.150619491;1750.767333333;
2;180;0.300000000;1.000000000;6128.560000000;4554.995188440;68.095111111;50.611057649;0.380419615;0.282743339;2.120322781;1861.973333333;
2;180;0.310000000;1.000000000;6292.520000000;4863.722640101;69.916888889;54.041362668;0.390597145;0.301907054;2.053581626;1964.173333333;
2;180;0.320000000;1.000000000;6447.280000000;5182.572303292;71.636444444;57.584136703;0.400203600;0.321699088;2.031329609;2065.467333333;
2;180;0.330000000;1.000000000;6587.480000000;5511.544178012;73.194222222;61.239379756;0.408906269;0.342119440;1.996851645;2157.815333333;
2;180;0.340000000;1.000000000;6856.160000000;5850.638264263;76.179555556;65.007091825;0.425584109;0.363168111;1.929147114;2360.930000000;
2;180;0.350000000;1.000000000;6977.880000000;6199.854562043;77.532000000;68.887272912;0.433139665;0.384845100;1.903990068;2436.014666667;
2;180;0.360000000;1.000000000;7147.000000000;6559.193071353;79.411111111;72.879923015;0.443637492;0.407150408;1.852345127;2563.032000000;
2;180;0.370000000;1.000000000;7373.920000000;6928.653792193;81.932444444;76.985042135;0.457723153;0.430084034;1.808101800;2739.742666667;
2;180;0.380000000;1.000000000;7596.600000000;7308.236724563;84.406666667;81.202630273;0.471545624;0.453645979;1.771170701;2917.708000000;
2;180;0.390000000;1.000000000;7636.480000000;7697.941868463;84.849777778;85.532687427;0.474021105;0.477836243;1.770957169;2940.119333333;
2;180;0.400000000;1.000000000;7770.520000000;8097.769223893;86.339111111;89.975213599;0.482341403;0.502654825;1.734343886;3055.878000000;
2;180;0.410000000;1.000000000;8024.480000000;8507.718790853;89.160888889;94.530208787;0.498105525;0.528101725;1.705236499;3276.685333333;
2;180;0.420000000;1.000000000;8045.360000000;8927.790569342;89.392888889;99.197672993;0.499401614;0.554176944;1.690492862;3292.955333333;
2;180;0.430000000;1.000000000;8286.240000000;9357.984559361;92.069333333;103.977606215;0.514353818;0.580880482;1.663627561;3517.522000000;
2;180;0.440000000;1.000000000;8357.880000000;9798.300760911;92.865333333;108.870008455;0.518800745;0.608212338;1.645487275;3571.995333333;
2;180;0.450000000;1.000000000;8666.200000000;10248.739173990;96.291111111;113.874879711;0.537939168;0.636172512;1.609094972;3852.483333333;
2;180;0.460000000;1.000000000;8769.200000000;10709.299798599;97.435555556;118.992219984;0.544332713;0.664761005;1.580878957;3954.555333333;
2;180;0.470000000;1.000000000;8905.880000000;11179.982634737;98.954222222;124.222029275;0.552816884;0.693977817;1.563816263;4076.332666667;
2;180;0.480000000;1.000000000;8933.920000000;11660.787682406;99.265777778;129.564307582;0.554557418;0.723822947;1.559058970;4105.364666667;
2;180;0.490000000;1.000000000;9252.680000000;12151.714941605;102.807555556;135.019054907;0.574343886;0.754296396;1.524243327;4437.993333333;
2;190;0.010000000;0.000000000;251.440000000;5.640729610;2.646736842;0.059376101;0.014003899;0.000314159;0.032481203;2.565473684;
2;190;0.020000000;0.320000000;506.720000000;22.562918438;5.333894737;0.237504405;0.028221665;0.001256637;0.245475912;10.789263158;
2;190;0.030000000;0.960000000;759.280000000;50.766566486;7.992421053;0.534384910;0.042287942;0.002827433;1.411437483;24.099157895;
2;190;0.040000000;1.000000000;1000.640000000;90.251673752;10.533052632;0.950017618;0.055730437;0.005026548;3.514680033;41.542105263;
2;190;0.050000000;1.000000000;1234.960000000;141.018240238;12.999578947;1.484402529;0.068780841;0.007853982;5.079193539;63.409894737;
2;190;0.060000000;1.000000000;1479.960000000;203.066265943;15.578526316;2.137539642;0.082426065;0.011309734;5.718658869;90.949894737;
2;190;0.070000000;1.000000000;1733.360000000;276.395750867;18.245894737;2.909428956;0.096539126;0.015393804;5.102603175;126.493263158;
2;190;0.080000000;1.000000000;1961.280000000;361.006695009;20.645052632;3.800070474;0.109233083;0.020106193;5.248541353;160.878315789;
2;190;0.090000000;1.000000000;2216.080000000;456.899098371;23.327157895;4.809464193;0.123424116;0.025446900;4.819940964;208.092000000;
2;190;0.100000000;1.000000000;2443.520000000;564.072960952;25.721263158;5.937610115;0.136091339;0.031415927;4.680351991;250.988842105;
2;190;0.110000000;1.000000000;2696.160000000;682.528282752;28.380631579;7.184508239;0.150162072;0.038013271;4.268832080;308.303368421;
2;190;0.120000000;1.000000000;2914.360000000;812.265063771;30.677473684;8.550158566;0.162314676;0.045238934;4.029589529;359.002736842;
2;190;0.130000000;1.000000000;3150.360000000;953.283304009;33.161684211;10.034561095;0.175458647;0.053092916;3.819972153;425.196631579;
2;190;0.140000000;1.000000000;3379.160000000;1105.583003466;35.570105263;11.637715826;0.188201615;0.061575216;3.720175996;489.714315789;
2;190;0.150000000;1.000000000;3613.000000000;1269.164162142;38.031578947;13.359622759;0.201225285;0.070685835;3.546009468;558.055578947;
2;190;0.160000000;1.000000000;3863.440000000;1444.026780037;40.667789474;15.200281895;0.215173489;0.080424772;3.307720412;640.455157895;
2;190;0.170000000;1.000000000;4087.520000000;1630.170857151;43.026526316;17.159693233;0.227653578;0.090792028;3.231039822;721.073052632;
2;190;0.180000000;1.000000000;4291.320000000;1827.596393485;45.171789474;19.237856774;0.239004177;0.101787602;3.096242829;794.667157895;
2;190;0.190000000;1.000000000;4478.080000000;2036.303389037;47.137684211;21.434772516;0.249405737;0.113411495;2.965462545;864.360631579;
2;190;0.200000000;1.000000000;4720.840000000;2256.291843808;49.693052632;23.750440461;0.262926204;0.125663706;2.861593985;962.765684211;
2;190;0.210000000;1.000000000;4924.440000000;2487.561757799;51.836210526;26.184860608;0.274265664;0.138544236;2.711567808;1050.072631579;
2;190;0.220000000;1.000000000;5155.240000000;2730.113131008;54.265684211;28.738032958;0.287120022;0.152053084;2.618729045;1155.778736842;
2;190;0.230000000;1.000000000;5400.240000000;2983.945963436;56.844631579;31.409957510;0.300765246;0.166190251;2.568501253;1276.799368421;
2;190;0.240000000;1.000000000;5566.160000000;3249.060255084;58.591157895;34.200634264;0.310006126;0.180955737;2.466285714;1360.738105263;
2;190;0.250000000;1.000000000;5809.960000000;3525.456005950;61.157473684;37.110063221;0.323584517;0.196349541;2.398142022;1479.654947368;
2;190;0.260000000;1.000000000;6025.800000000;3813.133216036;63.429473684;40.138244379;0.335605681;0.212371663;2.330254525;1599.818526316;
2;190;0.270000000;1.000000000;6218.320000000;4112.091885340;65.456000000;43.285177740;0.346328042;0.229022104;2.280697299;1703.025473684;
2;190;0.280000000;1.000000000;6428.920000000;4422.332013864;67.672842105;46.550863304;0.358057366;0.246300864;2.199668059;1838.813684211;
2;190;0.290000000;1.000000000;6676.960000000;4743.853601607;70.283789474;49.935301070;0.371871902;0.264207942;2.149215260;1983.767368421;
2;190;0.300000000;1.000000000;6786.920000000;5076.656648568;71.441263158;53.438491038;0.377996101;0.282743339;2.121443609;2050.789894737;
2;190;0.310000000;1.000000000;7062.520000000;5420.741154749;74.342315789;57.060433208;0.393345586;0.301907054;2.038571986;2220.528000000;
2;190;0.320000000;1.000000000;7188.800000000;5776.107120149;75.671578947;60.801127581;0.400378725;0.321699088;2.019306043;2311.534736842;
2;190;0.330000000;1.000000000;7377.120000000;6142.754544768;77.653894737;64.660574155;0.410867168;0.342119440;1.986325815;2437.443157895;
2;190;0.340000000;1.000000000;7621.800000000;6520.683428606;80.229473684;68.638772933;0.424494570;0.363168111;1.927922027;2607.228000000;
2;190;0.350000000;1.000000000;7791.200000000;6909.893771663;82.012631579;72.735723912;0.433929268;0.384845100;1.904634921;2729.463789474;
2;190;0.360000000;1.000000000;7984.680000000;7310.385573939;84.049263158;76.951427094;0.444705096;0.407150408;1.851421888;2871.768000000;
2;190;0.370000000;1.000000000;8152.120000000;7722.158835434;85.811789474;81.285882478;0.454030632;0.430084034;1.820714007;3000.284842105;
2;190;0.380000000;1.000000000;8334.080000000;8145.213556148;87.727157895;85.739090065;0.464164857;0.453645979;1.807001949;3142.453894737;
2;190;0.390000000;1.000000000;8483.000000000;8579.549736081;89.294736842;90.311049853;0.472458925;0.477836243;1.766866054;3262.132421053;
2;190;0.400000000;1.000000000;8691.200000000;9025.167375233;91.486315789;95.001761845;0.484054581;0.502654825;1.742926204;3435.818526316;
2;190;0.410000000;1.000000000;8852.480000000;9482.066473604;93.184000000;99.811226038;0.493037037;0.528101725;1.713147313;3573.811578947;
2;190;0.420000000;1.000000000;9122.080000000;9950.247031194;96.021894737;104.739442434;0.508052353;0.554176944;1.675925369;3809.992421053;
2;190;0.430000000;1.000000000;9185.760000000;10429.709048003;96.692210526;109.786411032;0.511598997;0.580880482;1.662070732;3856.970526316;
2;190;0.440000000;1.000000000;9476.720000000;10920.452524032;99.754947368;114.952131832;0.527803954;0.608212338;1.623561125;4130.016631579;
2;190;0.450000000;1.000000000;9575.080000000;11422.477459279;100.790315789;120.236604835;0.533282094;0.636172512;1.607908661;4216.714105263;
2;190;0.460000000;1.000000000;9790.880000000;11935.783853745;103.061894737;125.639830039;0.545301030;0.664761005;1.591211362;4426.192421053;
2;190;0.470000000;1.000000000;9962.040000000;12460.371707431;104.863578947;131.161807447;0.554833751;0.693977817;1.567427458;4585.148210526;
2;190;0.480000000;1.000000000;10123.000000000;12996.241020335;106.557894737;136.802537056;0.563798385;0.723822947;1.541629630;4747.374315789;
2;190;0.490000000;1.000000000;10221.720000000;13543.391792459;107.597052632;142.562018868;0.569296575;0.754296396;1.531065441;4854.657473684;
2;200;0.010000000;0.000000000;277.320000000;6.251769381;2.773200000;0.062517694;0.013935678;0.000314159;0.034627136;2.856600000;
2;200;0.020000000;0.640000000;550.360000000;25.007077523;5.503600000;0.250070775;0.027656281;0.001256637;0.281559799;11.079600000;
2;200;0.030000000;0.920000000;834.680000000;56.265924426;8.346800000;0.562659244;0.041943719;0.002827433;1.504285427;26.030400000;
2;200;0.040000000;1.000000000;1121.880000000;100.028310090;11.218800000;1.000283101;0.056375879;0.005026548;3.520928643;47.292600000;
2;200;0.050000000;1.000000000;1389.400000000;156.294234516;13.894000000;1.562942345;0.069819095;0.007853982;5.453417085;72.701400000;
2;200;0.060000000;1.000000000;1657.160000000;225.063697703;16.571600000;2.250636977;0.083274372;0.011309734;5.988572864;103.695000000;
2;200;0.070000000;1.000000000;1904.640000000;306.336699652;19.046400000;3.063366997;0.095710553;0.015393804;5.187459296;137.152800000;
2;200;0.080000000;1.000000000;2179.960000000;400.113240361;21.799600000;4.001132404;0.109545729;0.020106193;4.937183920;180.598800000;
2;200;0.090000000;1.000000000;2458.160000000;506.393319832;24.581600000;5.063933198;0.123525628;0.025446900;4.989720603;230.026200000;
2;200;0.100000000;1.000000000;2697.880000000;625.176938064;26.978800000;6.251769381;0.135571859;0.031415927;4.679282412;277.828800000;
2;200;0.110000000;1.000000000;2982.480000000;756.464095058;29.824800000;7.564640951;0.149873367;0.038013271;4.294391960;343.619400000;
2;200;0.120000000;1.000000000;3226.960000000;900.254790813;32.269600000;9.002547908;0.162158794;0.045238934;4.182605025;399.985200000;
2;200;0.130000000;1.000000000;3484.400000000;1056.549025329;34.844000000;10.565490253;0.175095477;0.053092916;3.905527638;468.000600000;
2;200;0.140000000;1.000000000;3724.520000000;1225.346798606;37.245200000;12.253467986;0.187161809;0.061575216;3.697214070;533.919600000;
2;200;0.150000000;1.000000000;3996.520000000;1406.648110645;39.965200000;14.066481106;0.200830151;0.070685835;3.597923618;617.086200000;
2;200;0.160000000;1.000000000;4272.680000000;1600.452961445;42.726800000;16.004529614;0.214707538;0.080424772;3.321579899;707.685600000;
