Dimensions;Vertices;Edge probability;Connectivity prob.;Edges;Expected value of edge count;Average degree;Expected value of degree;Density;Average density;Average path length;Grouping factor;
2;80;0.090000000;0.960000000;385.800000000;80.412205561;9.645000000;2.010305139;0.122088608;0.025446900;2.667797468;34.816500000;
2;80;0.100000000;1.000000000;434.040000000;99.274327853;10.851000000;2.481858196;0.137354430;0.031415927;2.603392405;45.019500000;
2;80;0.110000000;1.000000000;473.040000000;120.121936703;11.826000000;3.003048418;0.149696203;0.038013271;2.945949367;53.044500000;
2;80;0.120000000;1.000000000;510.080000000;142.955032109;12.752000000;3.573875803;0.161417722;0.045238934;2.993202532;61.818000000;
2;80;0.130000000;1.000000000;557.000000000;167.773614072;13.925000000;4.194340352;0.176265823;0.053092916;2.917556962;73.537500000;
2;80;0.140000000;1.000000000;598.320000000;194.577682593;14.958000000;4.864442065;0.189341772;0.061575216;2.918481013;86.841000000;
2;80;0.150000000;1.000000000;639.720000000;223.367237670;15.993000000;5.584180942;0.202443038;0.070685835;2.960481013;98.409000000;
2;80;0.160000000;1.000000000;683.840000000;254.142279305;17.096000000;6.353556983;0.216405063;0.080424772;2.876721519;112.969500000;
2;80;0.170000000;1.000000000;708.920000000;286.902807496;17.723000000;7.172570187;0.224341772;0.090792028;2.741316456;122.319000000;
2;80;0.180000000;1.000000000;747.680000000;321.648822245;18.692000000;8.041220556;0.236607595;0.101787602;2.816341772;133.902000000;
2;80;0.190000000;1.000000000;799.280000000;358.380323551;19.982000000;8.959508089;0.252936709;0.113411495;2.793012658;157.426500000;
2;80;0.200000000;1.000000000;829.160000000;397.097311414;20.729000000;9.927432785;0.262392405;0.125663706;2.630797468;168.933000000;
2;80;0.210000000;1.000000000;877.920000000;437.799785834;21.948000000;10.944994646;0.277822785;0.138544236;2.550632911;186.943500000;
2;80;0.220000000;1.000000000;913.120000000;480.487746811;22.828000000;12.012193670;0.288962025;0.152053084;2.522202532;205.674000000;
2;80;0.230000000;1.000000000;949.080000000;525.161194345;23.727000000;13.129029859;0.300341772;0.166190251;2.371746835;219.826500000;
2;80;0.240000000;1.000000000;1008.520000000;571.820128436;25.213000000;14.295503211;0.319151899;0.180955737;2.340670886;250.293000000;
2;80;0.250000000;1.000000000;1019.840000000;620.464549084;25.496000000;15.511613727;0.322734177;0.196349541;2.285025316;255.630000000;
2;80;0.260000000;1.000000000;1062.480000000;671.094456289;26.562000000;16.777361407;0.336227848;0.212371663;2.236455696;276.415500000;
2;80;0.270000000;1.000000000;1082.000000000;723.709850052;27.050000000;18.092746251;0.342405063;0.229022104;2.232265823;287.853000000;
2;80;0.280000000;1.000000000;1118.400000000;778.310730371;27.960000000;19.457768259;0.353924051;0.246300864;2.152670886;309.358500000;
2;80;0.290000000;1.000000000;1167.800000000;834.897097247;29.195000000;20.872427431;0.369556962;0.264207942;2.113392405;337.762500000;
2;80;0.300000000;1.000000000;1196.000000000;893.468950681;29.900000000;22.336723767;0.378481013;0.282743339;2.066936709;358.414500000;
2;80;0.310000000;1.000000000;1238.680000000;954.026290672;30.967000000;23.850657267;0.391987342;0.301907054;2.021620253;381.678000000;
2;80;0.320000000;1.000000000;1278.040000000;1016.569117219;31.951000000;25.414227930;0.404443038;0.321699088;1.973683544;409.608000000;
2;80;0.330000000;1.000000000;1330.280000000;1081.097430324;33.257000000;27.027435758;0.420974684;0.342119440;1.913329114;446.925000000;
2;80;0.340000000;1.000000000;1345.280000000;1147.611229986;33.632000000;28.690280750;0.425721519;0.363168111;1.891860759;458.379000000;
2;80;0.350000000;1.000000000;1366.400000000;1216.110516205;34.160000000;30.402762905;0.432405063;0.384845100;1.864430380;469.329000000;
2;80;0.360000000;1.000000000;1401.480000000;1286.595288981;35.037000000;32.164882225;0.443506329;0.407150408;1.808177215;493.680000000;
2;80;0.370000000;1.000000000;1449.960000000;1359.065548314;36.249000000;33.976638708;0.458848101;0.430084034;1.800683544;530.844000000;
2;80;0.380000000;1.000000000;1460.760000000;1433.521294204;36.519000000;35.838032355;0.462265823;0.453645979;1.773037975;537.118500000;
2;80;0.390000000;1.000000000;1489.040000000;1509.962526651;37.226000000;37.749063166;0.471215190;0.477836243;1.743101266;562.855500000;
2;80;0.400000000;1.000000000;1529.080000000;1588.389245655;38.227000000;39.709731141;0.483886076;0.502654825;1.716405063;591.684000000;
2;80;0.410000000;1.000000000;1555.280000000;1668.801451216;38.882000000;41.720036280;0.492177215;0.528101725;1.718835443;616.687500000;
2;80;0.420000000;1.000000000;1607.760000000;1751.199143335;40.194000000;43.779978583;0.508784810;0.554176944;1.679772152;663.519000000;
2;80;0.430000000;1.000000000;1638.720000000;1835.582322010;40.968000000;45.889558050;0.518582278;0.580880482;1.634797468;688.935000000;
2;80;0.440000000;1.000000000;1657.720000000;1921.950987243;41.443000000;48.048774681;0.524594937;0.608212338;1.614253165;704.419500000;
2;80;0.450000000;1.000000000;1703.080000000;2010.305139032;42.577000000;50.257628476;0.538949367;0.636172512;1.584569620;750.673500000;
2;80;0.460000000;1.000000000;1730.680000000;2100.644777379;43.267000000;52.516119434;0.547683544;0.664761005;1.575696203;774.270000000;
2;80;0.470000000;1.000000000;1752.480000000;2192.969902282;43.812000000;54.824247557;0.554582278;0.693977817;1.551962025;794.397000000;
2;80;0.480000000;1.000000000;1792.680000000;2287.280513743;44.817000000;57.182012844;0.567303797;0.723822947;1.526341772;834.652500000;
2;80;0.490000000;1.000000000;1828.640000000;2383.576611761;45.716000000;59.589415294;0.578683544;0.754296396;1.507000000;873.820500000;
2;90;0.010000000;0.000000000;55.840000000;1.258207858;1.240888889;0.027960175;0.013942572;0.000314159;0.018926342;0.550666667;
2;90;0.020000000;0.000000000;114.000000000;5.032831431;2.533333333;0.111840698;0.028464419;0.001256637;0.059745318;2.428000000;
2;90;0.030000000;0.040000000;171.760000000;11.323870720;3.816888889;0.251641572;0.042886392;0.002827433;0.153408240;5.628000000;
2;90;0.040000000;0.360000000;228.360000000;20.131325724;5.074666667;0.447362794;0.057018727;0.005026548;0.386456929;9.846666667;
2;90;0.050000000;0.920000000;277.320000000;31.455196444;6.162666667;0.699004365;0.069243446;0.007853982;0.594646692;14.485333333;
2;90;0.060000000;0.960000000;331.600000000;45.295482879;7.368888889;1.006566286;0.082796504;0.011309734;1.430471910;20.197333333;
2;90;0.070000000;1.000000000;386.280000000;61.652185030;8.584000000;1.370048556;0.096449438;0.015393804;2.114896380;27.957333333;
2;90;0.080000000;1.000000000;441.840000000;80.525302897;9.818666667;1.789451175;0.110322097;0.020106193;3.020983770;36.766666667;
2;90;0.090000000;1.000000000;496.680000000;101.914836479;11.037333333;2.264774144;0.124014981;0.025446900;2.883745318;46.040000000;
2;90;0.100000000;1.000000000;539.840000000;125.820785776;11.996444444;2.796017462;0.134791511;0.031415927;3.345987516;53.976000000;
2;90;0.110000000;1.000000000;604.040000000;152.243150789;13.423111111;3.383181129;0.150821473;0.038013271;3.220534332;68.977333333;
2;90;0.120000000;1.000000000;651.880000000;181.181931518;14.486222222;4.026265145;0.162766542;0.045238934;3.234277154;80.578666667;
2;90;0.130000000;1.000000000;705.480000000;212.637127962;15.677333333;4.725269510;0.176149813;0.053092916;3.162856429;94.010666667;
2;90;0.140000000;1.000000000;750.240000000;246.608740121;16.672000000;5.480194225;0.187325843;0.061575216;3.315775281;105.384000000;
2;90;0.150000000;1.000000000;812.160000000;283.096767997;18.048000000;6.291039289;0.202786517;0.070685835;3.088878901;126.337333333;
2;90;0.160000000;1.000000000;845.200000000;322.101211587;18.782222222;7.157804702;0.211036205;0.080424772;3.080000000;134.096000000;
2;90;0.170000000;1.000000000;912.040000000;363.622070893;20.267555556;8.080490464;0.227725343;0.090792028;3.091845194;159.532000000;
2;90;0.180000000;1.000000000;974.800000000;407.659345915;21.662222222;9.059096576;0.243395755;0.101787602;2.829343321;183.928000000;
2;90;0.190000000;1.000000000;1010.440000000;454.213036652;22.454222222;10.093623037;0.252294632;0.113411495;2.797133583;199.084000000;
2;90;0.200000000;1.000000000;1038.520000000;503.283143105;23.078222222;11.184069847;0.259305868;0.125663706;2.660694132;206.765333333;
2;90;0.210000000;1.000000000;1101.600000000;554.869665273;24.480000000;12.330437006;0.275056180;0.138544236;2.617957553;232.306666667;
2;90;0.220000000;1.000000000;1134.440000000;608.972603157;25.209777778;13.532724515;0.283255930;0.152053084;2.468993758;248.138666667;
2;90;0.230000000;1.000000000;1198.680000000;665.591956756;26.637333333;14.790932372;0.299295880;0.166190251;2.473158552;278.692000000;
2;90;0.240000000;1.000000000;1246.640000000;724.727726071;27.703111111;16.105060579;0.311270911;0.180955737;2.422641698;303.404000000;
2;90;0.250000000;1.000000000;1280.920000000;786.379911102;28.464888889;17.475109136;0.319830212;0.196349541;2.331645443;316.744000000;
2;90;0.260000000;1.000000000;1350.000000000;850.548511848;30.000000000;18.901078041;0.337078652;0.212371663;2.231270911;356.897333333;
2;90;0.270000000;1.000000000;1373.200000000;917.233528309;30.515555556;20.382967296;0.342871411;0.229022104;2.225548065;366.901333333;
2;90;0.280000000;1.000000000;1419.440000000;986.434960486;31.543111111;21.920776900;0.354416979;0.246300864;2.198841448;392.956000000;
2;90;0.290000000;1.000000000;1484.040000000;1058.152808378;32.978666667;23.514506853;0.370546816;0.264207942;2.099505618;431.744000000;
2;90;0.300000000;1.000000000;1509.320000000;1132.387071986;33.540444444;25.164157155;0.376858926;0.282743339;2.128569288;448.130666667;
2;90;0.310000000;1.000000000;1574.240000000;1209.137751310;34.983111111;26.869727807;0.393068664;0.301907054;2.016269663;488.086666667;
2;90;0.320000000;1.000000000;1598.280000000;1288.404846349;35.517333333;28.631218808;0.399071161;0.321699088;2.006511860;507.022666667;
2;90;0.330000000;1.000000000;1661.920000000;1370.188357104;36.931555556;30.448630158;0.414961298;0.342119440;1.935410737;546.805333333;
2;90;0.340000000;1.000000000;1686.520000000;1454.488283574;37.478222222;32.321961857;0.421103620;0.363168111;1.898476904;567.193333333;
2;90;0.350000000;1.000000000;1716.240000000;1541.304625759;38.138666667;34.251213906;0.428524345;0.384845100;1.902122347;587.486666667;
2;90;0.360000000;1.000000000;1766.400000000;1630.637383660;39.253333333;36.236386304;0.441048689;0.407150408;1.852054931;623.804000000;
2;90;0.370000000;1.000000000;1807.080000000;1722.486557277;40.157333333;38.277479051;0.451205993;0.430084034;1.823260924;647.393333333;
2;90;0.380000000;1.000000000;1869.800000000;1816.852146609;41.551111111;40.374492147;0.466866417;0.453645979;1.771715356;703.462666667;
2;90;0.390000000;1.000000000;1912.080000000;1913.734151657;42.490666667;42.527425592;0.477423221;0.477836243;1.745328340;738.858666667;
2;90;0.400000000;1.000000000;1908.080000000;2013.132572420;42.401777778;44.736279387;0.476424469;0.502654825;1.754686642;730.226666667;
2;90;0.410000000;1.000000000;1989.200000000;2115.047408899;44.204444444;47.001053531;0.496679151;0.528101725;1.706986267;798.197333333;
2;90;0.420000000;1.000000000;1993.600000000;2219.478661093;44.302222222;49.321748024;0.497777778;0.554176944;1.686751561;805.170666667;
2;90;0.430000000;1.000000000;2088.840000000;2326.426329003;46.418666667;51.698362867;0.521558052;0.580880482;1.644724095;883.402666667;
2;90;0.440000000;1.000000000;2094.760000000;2435.890412629;46.550222222;54.130898058;0.523036205;0.608212338;1.625927591;895.757333333;
2;90;0.450000000;1.000000000;2179.720000000;2547.870911969;48.438222222;56.619353599;0.544249688;0.636172512;1.579056180;970.533333333;
2;90;0.460000000;1.000000000;2186.320000000;2662.367827026;48.584888889;59.163729489;0.545897628;0.664761005;1.565403246;975.448000000;
2;90;0.470000000;1.000000000;2218.840000000;2779.381157798;49.307555556;61.764025729;0.554017478;0.693977817;1.560369538;1015.689333333;
2;90;0.480000000;1.000000000;2267.240000000;2898.910904285;50.383111111;64.420242317;0.566102372;0.723822947;1.534302122;1058.172000000;
2;90;0.490000000;1.000000000;2291.920000000;3020.957066488;50.931555556;67.132379255;0.572264669;0.754296396;1.521078652;1084.594666667;
2;100;0.010000000;0.000000000;70.120000000;1.555088364;1.402400000;0.031101767;0.014165657;0.000314159;0.020355556;0.748800000;
2;100;0.020000000;0.000000000;136.520000000;6.220353454;2.730400000;0.124407069;0.027579798;0.001256637;0.070068687;2.781600000;
2;100;0.030000000;0.160000000;211.840000000;13.995795272;4.236800000;0.279915905;0.042795960;0.002827433;0.214303030;6.894000000;
2;100;0.040000000;0.480000000;280.640000000;24.881413816;5.612800000;0.497628276;0.056694949;0.005026548;0.552404040;11.952000000;
2;100;0.050000000;0.920000000;343.840000000;38.877209088;6.876800000;0.777544182;0.069462626;0.007853982;1.110246465;17.775600000;
2;100;0.060000000;0.920000000;408.760000000;55.983181087;8.175200000;1.119663622;0.082577778;0.011309734;1.775006061;25.328400000;
2;100;0.070000000;1.000000000;478.520000000;76.199329813;9.570400000;1.523986596;0.096670707;0.015393804;2.706804040;34.114800000;
2;100;0.080000000;1.000000000;538.720000000;99.525655266;10.774400000;1.990513105;0.108832323;0.020106193;3.548654545;43.870800000;
2;100;0.090000000;1.000000000;614.160000000;125.962157446;12.283200000;2.519243149;0.124072727;0.025446900;3.566092929;57.832800000;
2;100;0.100000000;1.000000000;674.200000000;155.508836353;13.484000000;3.110176727;0.136202020;0.031415927;3.496800000;69.057600000;
2;100;0.110000000;1.000000000;737.960000000;188.165691987;14.759200000;3.763313840;0.149082828;0.038013271;3.866666667;83.022000000;
2;100;0.120000000;1.000000000;811.280000000;223.932724348;16.225600000;4.478654487;0.163894949;0.045238934;3.193680808;101.474400000;
2;100;0.130000000;1.000000000;881.880000000;262.809933436;17.637600000;5.256198669;0.178157576;0.053092916;3.410941414;120.206400000;
2;100;0.140000000;1.000000000;930.840000000;304.797319251;18.616800000;6.095946385;0.188048485;0.061575216;3.346553535;132.632400000;
2;100;0.150000000;1.000000000;988.640000000;349.894881794;19.772800000;6.997897636;0.199725253;0.070685835;3.158618182;150.757200000;
2;100;0.160000000;1.000000000;1075.440000000;398.102621063;21.508800000;7.962052421;0.217260606;0.080424772;3.034004040;182.191200000;
2;100;0.170000000;1.000000000;1117.360000000;449.420537059;22.347200000;8.988410741;0.225729293;0.090792028;2.997567677;191.462400000;
2;100;0.180000000;1.000000000;1168.840000000;503.848629783;23.376800000;10.076972596;0.236129293;0.101787602;2.975054545;211.569600000;
2;100;0.190000000;1.000000000;1237.280000000;561.386899233;24.745600000;11.227737985;0.249955556;0.113411495;2.892800000;237.144000000;
2;100;0.200000000;1.000000000;1306.880000000;622.035345411;26.137600000;12.440706908;0.264016162;0.125663706;2.702610101;263.736000000;
2;100;0.210000000;1.000000000;1356.720000000;685.793968315;27.134400000;13.715879366;0.274084848;0.138544236;2.589559596;284.851200000;
2;100;0.220000000;1.000000000;1430.040000000;752.662767947;28.600800000;15.053255359;0.288896970;0.152053084;2.556242424;319.465200000;
2;100;0.230000000;1.000000000;1494.120000000;822.641744306;29.882400000;16.452834886;0.301842424;0.166190251;2.461381818;352.071600000;
2;100;0.240000000;1.000000000;1518.040000000;895.730897392;30.360800000;17.914617948;0.306674747;0.180955737;2.417696970;359.041200000;
2;100;0.250000000;1.000000000;1577.840000000;971.930227204;31.556800000;19.438604544;0.318755556;0.196349541;2.367175758;391.858800000;
2;100;0.260000000;1.000000000;1648.400000000;1051.239733744;32.968000000;21.024794675;0.333010101;0.212371663;2.296072727;427.123200000;
2;100;0.270000000;1.000000000;1731.880000000;1133.659417011;34.637600000;22.673188340;0.349874747;0.229022104;2.207975758;479.925600000;
2;100;0.280000000;1.000000000;1752.760000000;1219.189277005;35.055200000;24.383785540;0.354092929;0.246300864;2.198941414;486.999600000;
2;100;0.290000000;1.000000000;1820.800000000;1307.829313726;36.416000000;26.156586275;0.367838384;0.264207942;2.163894949;529.008000000;
2;100;0.300000000;1.000000000;1880.600000000;1399.579527174;37.612000000;27.991590543;0.379919192;0.282743339;2.090965657;572.296800000;
2;100;0.310000000;1.000000000;1950.760000000;1494.439917349;39.015200000;29.888798347;0.394092929;0.301907054;2.038343434;610.719600000;
2;100;0.320000000;1.000000000;1988.040000000;1592.410484252;39.760800000;31.848209685;0.401624242;0.321699088;1.988113131;634.279200000;
2;100;0.330000000;1.000000000;2066.360000000;1693.491227881;41.327200000;33.869824558;0.417446465;0.342119440;1.932993939;683.119200000;
2;100;0.340000000;1.000000000;2092.520000000;1797.682148237;41.850400000;35.953642965;0.422731313;0.363168111;1.896614141;700.952400000;
2;100;0.350000000;1.000000000;2141.840000000;1904.983245321;42.836800000;38.099664906;0.432694949;0.384845100;1.875143434;743.006400000;
2;100;0.360000000;1.000000000;2202.320000000;2015.394519131;44.046400000;40.307890383;0.444913131;0.407150408;1.840896970;783.225600000;
2;100;0.370000000;1.000000000;2241.240000000;2128.915969668;44.824800000;42.578319393;0.452775758;0.430084034;1.823579798;817.279200000;
2;100;0.380000000;1.000000000;2292.560000000;2245.547596933;45.851200000;44.910951939;0.463143434;0.453645979;1.769195960;853.846800000;
2;100;0.390000000;1.000000000;2345.800000000;2365.289400924;46.916000000;47.305788018;0.473898990;0.477836243;1.764323232;892.045200000;
2;100;0.400000000;1.000000000;2420.800000000;2488.141381643;48.416000000;49.762827633;0.489050505;0.502654825;1.717123232;959.376000000;
2;100;0.410000000;1.000000000;2487.960000000;2614.103539089;49.759200000;52.282070782;0.502618182;0.528101725;1.669923232;1017.670800000;
2;100;0.420000000;1.000000000;2507.600000000;2743.175873262;50.152000000;54.863517465;0.506585859;0.554176944;1.643878788;1032.751200000;
2;100;0.430000000;1.000000000;2540.640000000;2875.358384161;50.812800000;57.507167683;0.513260606;0.580880482;1.657777778;1060.718400000;
2;100;0.440000000;1.000000000;2603.120000000;3010.651071788;52.062400000;60.213021436;0.525882828;0.608212338;1.612549495;1119.290400000;
2;100;0.450000000;1.000000000;2631.600000000;3149.053936142;52.632000000;62.981078723;0.531636364;0.636172512;1.623232323;1146.352800000;
2;100;0.460000000;1.000000000;2675.280000000;3290.566977223;53.505600000;65.811339544;0.540460606;0.664761005;1.589212121;1183.900800000;
2;100;0.470000000;1.000000000;2785.560000000;3435.190195031;55.711200000;68.703803901;0.562739394;0.693977817;1.525842424;1290.584400000;
2;100;0.480000000;1.000000000;2794.920000000;3582.923589566;55.898400000;71.658471791;0.564630303;0.723822947;1.539208081;1302.548400000;
2;100;0.490000000;1.000000000;2847.280000000;3733.767160828;56.945600000;74.675343217;0.575208081;0.754296396;1.526626263;1359.541200000;
2;110;0.010000000;0.000000000;82.880000000;1.883384796;1.506909091;0.034243360;0.013824854;0.000314159;0.020203503;0.850909091;
2;110;0.020000000;0.000000000;169.640000000;7.533539183;3.084363636;0.136973440;0.028296914;0.001256637;0.083643036;3.504000000;
2;110;0.030000000;0.240000000;253.280000000;16.950463162;4.605090909;0.308190239;0.042248540;0.002827433;0.298375313;7.728000000;
2;110;0.040000000;0.720000000;333.160000000;30.134156733;6.057454545;0.547893759;0.055572977;0.005026548;0.700944120;13.761818182;
2;110;0.050000000;0.960000000;415.320000000;47.084619896;7.551272727;0.856083998;0.069277731;0.007853982;1.810121768;21.229090909;
2;110;0.060000000;0.960000000;494.240000000;67.801852650;8.986181818;1.232760957;0.082442035;0.011309734;2.906041701;29.640000000;
2;110;0.070000000;1.000000000;573.720000000;92.285854996;10.431272727;1.677924636;0.095699750;0.015393804;3.589544621;40.529454545;
2;110;0.080000000;1.000000000;660.200000000;120.536626933;12.003636364;2.191575035;0.110125104;0.020106193;3.702819016;54.074181818;
2;110;0.090000000;1.000000000;734.160000000;152.554168462;13.348363636;2.773712154;0.122462052;0.025446900;3.645217681;67.384363636;
2;110;0.100000000;1.000000000;828.120000000;188.338479583;15.056727273;3.424335992;0.138135113;0.031415927;3.690982485;86.841818182;
2;110;0.110000000;1.000000000;890.560000000;227.889560295;16.192000000;4.143446551;0.148550459;0.038013271;3.737594662;99.482181818;
2;110;0.120000000;1.000000000;972.280000000;271.207410599;17.677818182;4.931043829;0.162181818;0.045238934;3.738448707;119.814545455;
2;110;0.130000000;1.000000000;1068.320000000;318.292030495;19.424000000;5.787127827;0.178201835;0.053092916;3.559586322;148.178181818;
2;110;0.140000000;1.000000000;1124.920000000;369.143419982;20.453090909;6.711698545;0.187643036;0.061575216;3.400160133;160.171636364;
2;110;0.150000000;1.000000000;1217.560000000;423.761579061;22.137454545;7.704755983;0.203095913;0.070685835;3.239913261;191.726181818;
2;110;0.160000000;1.000000000;1277.760000000;482.146507732;23.232000000;8.766300141;0.213137615;0.080424772;3.223519600;207.505090909;
2;110;0.170000000;1.000000000;1345.200000000;544.298205994;24.458181818;9.896331018;0.224386989;0.090792028;2.955823186;232.173818182;
2;110;0.180000000;1.000000000;1425.480000000;610.216673848;25.917818182;11.094848615;0.237778148;0.101787602;2.929721435;258.927272727;
2;110;0.190000000;1.000000000;1499.800000000;679.901911294;27.269090909;12.361852933;0.250175146;0.113411495;2.861084237;287.678181818;
2;110;0.200000000;1.000000000;1572.440000000;753.353918331;28.589818182;13.697343970;0.262291910;0.125663706;2.805164304;318.718909091;
2;110;0.210000000;1.000000000;1652.800000000;830.572694960;30.050909091;15.101321727;0.275696414;0.138544236;2.697321101;353.242909091;
2;110;0.220000000;1.000000000;1698.280000000;911.558241180;30.877818182;16.573786203;0.283282736;0.152053084;2.596870726;371.535272727;
2;110;0.230000000;1.000000000;1771.040000000;996.310556993;32.200727273;18.114737400;0.295419516;0.166190251;2.537994996;403.062545455;
2;110;0.240000000;1.000000000;1852.480000000;1084.829642396;33.681454545;19.724175316;0.309004170;0.180955737;2.376073394;443.454545455;
2;110;0.250000000;1.000000000;1931.840000000;1177.115497392;35.124363636;21.402099953;0.322241868;0.196349541;2.346008340;487.699636364;
2;110;0.260000000;1.000000000;1984.360000000;1273.168121979;36.079272727;23.148511309;0.331002502;0.212371663;2.313941618;512.259272727;
2;110;0.270000000;1.000000000;2041.480000000;1372.987516158;37.117818182;24.963409385;0.340530442;0.229022104;2.268563803;542.707636364;
2;110;0.280000000;1.000000000;2151.840000000;1476.573679928;39.124363636;26.846794181;0.358939116;0.246300864;2.164670559;607.736727273;
2;110;0.290000000;1.000000000;2217.000000000;1583.926613291;40.309090909;28.798665696;0.369808173;0.264207942;2.108296914;648.374181818;
2;110;0.300000000;1.000000000;2325.000000000;1695.046316244;42.272727273;30.819023932;0.387823186;0.282743339;2.035736447;719.790545455;
2;110;0.310000000;1.000000000;2329.840000000;1809.932788790;42.360727273;32.907868887;0.388630525;0.301907054;2.049094245;712.262181818;
2;110;0.320000000;1.000000000;2393.280000000;1928.586030927;43.514181818;35.065200562;0.399212677;0.321699088;1.989504587;756.692727273;
2;110;0.330000000;1.000000000;2494.640000000;2051.006042656;45.357090909;37.291018957;0.416120100;0.342119440;1.951332777;826.326545455;
2;110;0.340000000;1.000000000;2551.120000000;2177.192823976;46.384000000;39.585324072;0.425541284;0.363168111;1.919266055;868.161818182;
2;110;0.350000000;1.000000000;2595.760000000;2307.146374888;47.195636364;41.948115907;0.432987490;0.384845100;1.888407006;902.577818182;
2;110;0.360000000;1.000000000;2667.600000000;2440.866695392;48.501818182;44.379394462;0.444970809;0.407150408;1.849941618;956.731636364;
2;110;0.370000000;1.000000000;2749.720000000;2578.353785487;49.994909091;46.879159736;0.458668891;0.430084034;1.809641368;1016.721818182;
2;110;0.380000000;1.000000000;2777.800000000;2719.607645174;50.505454545;49.447411730;0.463352794;0.453645979;1.783953294;1033.169454545;
2;110;0.390000000;1.000000000;2850.440000000;2864.628274453;51.826181818;52.084150445;0.475469558;0.477836243;1.767399500;1103.256000000;
2;110;0.400000000;1.000000000;2865.240000000;3013.415673323;52.095272727;54.789375879;0.477938282;0.502654825;1.758618849;1106.468727273;
2;110;0.410000000;1.000000000;2975.160000000;3165.969841785;54.093818182;57.563088032;0.496273561;0.528101725;1.688940784;1198.734545455;
2;110;0.420000000;1.000000000;3034.720000000;3322.290779839;55.176727273;60.405286906;0.506208507;0.554176944;1.689241034;1260.565090909;
2;110;0.430000000;1.000000000;3069.880000000;3482.378487484;55.816000000;63.315972500;0.512073394;0.580880482;1.659956631;1279.579636364;
2;110;0.440000000;1.000000000;3106.280000000;3646.232964721;56.477818182;66.295144813;0.518145121;0.608212338;1.621544621;1315.177090909;
2;110;0.450000000;1.000000000;3242.120000000;3813.854211550;58.947636364;69.342803846;0.540804003;0.636172512;1.598365304;1442.012727273;
2;110;0.460000000;1.000000000;3274.000000000;3985.242227970;59.527272727;72.458949599;0.546121768;0.664761005;1.580910759;1477.086545455;
2;110;0.470000000;1.000000000;3339.920000000;4160.397013982;60.725818182;75.643582072;0.557117598;0.693977817;1.570241868;1536.289090909;
2;110;0.480000000;1.000000000;3355.760000000;4339.318569586;61.013818182;78.896701265;0.559759800;0.723822947;1.547843203;1548.586909091;
2;110;0.490000000;1.000000000;3450.600000000;4522.006894781;62.738181818;82.218307178;0.575579650;0.754296396;1.513614679;1645.587272727;
2;120;0.010000000;0.000000000;101.560000000;2.243097155;1.692666667;0.037384953;0.014224090;0.000314159;0.023238095;1.089000000;
2;120;0.020000000;0.000000000;194.840000000;8.972388619;3.247333333;0.149539810;0.027288515;0.001256637;0.107103641;3.780000000;
2;120;0.030000000;0.480000000;300.800000000;20.187874392;5.013333333;0.336464573;0.042128852;0.002827433;0.315025210;9.395000000;
2;120;0.040000000;0.920000000;398.240000000;35.889554475;6.637333333;0.598159241;0.055775910;0.005026548;0.933770308;16.526000000;
2;120;0.050000000;0.880000000;502.680000000;56.077428867;8.378000000;0.934623814;0.070403361;0.007853982;1.884582633;26.391000000;
2;120;0.060000000;1.000000000;595.000000000;80.751497568;9.916666667;1.345858293;0.083333333;0.011309734;3.341753501;37.274000000;
2;120;0.070000000;1.000000000;691.640000000;109.911760578;11.527333333;1.831862676;0.096868347;0.015393804;3.718795518;50.052000000;
2;120;0.080000000;1.000000000;783.520000000;143.558217898;13.058666667;2.392636965;0.109736695;0.020106193;3.899081232;64.234000000;
2;120;0.090000000;1.000000000;883.800000000;181.690869528;14.730000000;3.028181159;0.123781513;0.025446900;3.838873950;83.042000000;
2;120;0.100000000;1.000000000;974.840000000;224.309715466;16.247333333;3.738495258;0.136532213;0.031415927;4.004336134;100.429000000;
2;120;0.110000000;1.000000000;1076.160000000;271.414755714;17.936000000;4.523579262;0.150722689;0.038013271;3.878336134;123.914000000;
2;120;0.120000000;1.000000000;1175.840000000;323.005990271;19.597333333;5.383433171;0.164683473;0.045238934;3.698364146;147.824000000;
2;120;0.130000000;1.000000000;1247.280000000;379.083419138;20.788000000;6.318056986;0.174689076;0.053092916;3.637703081;166.706000000;
2;120;0.140000000;1.000000000;1345.000000000;439.647042314;22.416666667;7.327450705;0.188375350;0.061575216;3.554403361;192.283000000;
2;120;0.150000000;1.000000000;1423.320000000;504.696859799;23.722000000;8.411614330;0.199344538;0.070685835;3.333831933;215.660000000;
2;120;0.160000000;1.000000000;1515.840000000;574.232871594;25.264000000;9.570547860;0.212302521;0.080424772;3.253282913;246.766000000;
2;120;0.170000000;1.000000000;1626.320000000;648.255077698;27.105333333;10.804251295;0.227775910;0.090792028;3.064963585;288.556000000;
2;120;0.180000000;1.000000000;1687.360000000;726.763478111;28.122666667;12.112724635;0.236324930;0.101787602;2.870448179;304.554000000;
2;120;0.190000000;1.000000000;1791.440000000;809.758072833;29.857333333;13.495967881;0.250901961;0.113411495;2.896689076;345.607000000;
2;120;0.200000000;1.000000000;1878.960000000;897.238861865;31.316000000;14.953981031;0.263159664;0.125663706;2.849669468;383.267000000;
2;120;0.210000000;1.000000000;1966.440000000;989.205845206;32.774000000;16.486764087;0.275411765;0.138544236;2.689518207;418.647000000;
2;120;0.220000000;1.000000000;2038.080000000;1085.659022857;33.968000000;18.094317048;0.285445378;0.152053084;2.568560224;451.488000000;
